MS SubClass,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Foundation,Heating,Central Air,Electrical,Functional,Garage Type,Garage Finish,Paved Drive,Sale Type,Sale Condition,Lot Frontage,Lot Area,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
20,RL,Pave,Reg,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-0.5009609954049323,-0.46428146906064655,-0.2158351399420229,-0.776078802768527,1.2928997395874087,0.38503999457709537,-0.0607263533755124,-0.5712423411944665,-0.6870426580099918,2.4612234647134725,-0.021933859434834096,-0.39185317404589554,0.9356814928636435,0.20062219468584094,-0.19449210115871898,-0.2940229229794508,-0.6310828540103063,-0.5349226969239372,0.8878860859379191,-0.8768163147256085,-0.7831853135907442,-0.10100493596546713,-1.3527104294897723,-0.8223263272937141,3.8301059273999014,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-1.5533857092936683,-0.9251433155072492,0.1961016146801421,-1.0085595332525896,-0.9713759237489581,0.15309288074344182,0.12724251596182745,1.7512120370788695,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,0.15919035884664998,5.108903127667313
20,RL,Pave,Reg,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-0.4549508079503222,-0.45031972690523236,-0.2158351399420229,-0.776078802768527,3.0925179044287896,0.3519714289741262,1.1379277519212005,-0.5712423411944665,1.0364462015527445,2.4612234647134725,-0.021933859434834096,-0.39185317404589554,0.5331326024901172,0.4355622511872258,-0.19449210115871898,-0.2940229229794508,-0.8746277039126487,-0.5349226969239372,0.8878860859379191,-0.8768163147256085,-0.7831853135907442,-0.10100493596546713,-1.3527104294897723,-0.8223263272937141,3.8301059273999014,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.9175348950675649,0.6185183669735254,0.15581413141511377,-1.0085595332525896,-0.9713759237489581,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,1.3942219551059103,0.15919035884664998,5.1156105116743
20,RL,Pave,Reg,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-0.4549508079503222,-0.45031972690523236,-0.2158351399420229,-0.776078802768527,0.39309065716671826,0.3519714289741262,0.994089259285595,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.9356814928636435,0.4289751467993365,-0.19449210115871898,-0.2940229229794508,-0.8017918609512005,-0.46908313569223503,-0.156057024735477,-0.8028034933918882,-0.7831853135907442,-0.10100493596546713,-1.2953327042085636,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,-0.9251433155072492,0.15581413141511377,-1.0085595332525896,-0.9713759237489581,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.2888543186505165,0.15919035884664998,5.128722284338426
20,RL,Pave,Reg,Lvl,AllPub,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,0.189191816414219,0.28521023482772445,-0.2158351399420229,-0.776078802768527,0.39309065716671826,0.41810856018006454,-0.012780189163643882,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.5331326024901172,0.4487364599630044,-0.19449210115871898,-0.2940229229794508,-0.779030660025748,-0.42594687143698184,-1.2000001354088732,-0.6905081782648641,-0.7831853135907442,-0.10100493596546713,-1.2082768451612125,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,0.2363890979451704,0.3066990922580224,0.05200773564377193,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,0.15919035884664998,5.138302698166282
60,RL,Pave,IR1,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Min2,Attchd,RFn,Y,WD ,Normal,0.24184791983449505,0.11766932896275412,3.8121709748995527,-0.776078802768527,-1.4065275076746626,-0.0779199238644728,-0.7319726523416716,0.729369867268796,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.5331326024901172,0.26210183563947437,0.37863302279342687,0.847241153398905,-1.2069412374242559,-0.6075732472485742,0.8878860859379191,0.02154620629058385,1.0845657532234179,-0.10100493596546713,0.926570243749967,-0.8223263272937141,3.8301059273999014,0.7840282950218381,1.2346749066112308,1.3844221849863885,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,0.6185183669735254,-0.3679231510302544,0.3066990922580224,0.2659879553349791,0.15309288074344182,0.12724251596182745,1.672060539005712,2.096674142758736,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0.6169824389507595,1.0257660762874456,0.15919035884664998,5.235528446907549
70,I (all),Pave,IR1,Low,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Maj1,Detchd,Unf,N,WD ,Normal,-0.3518245257244721,5.895926707373946,-0.2158351399420229,-0.776078802768527,-4.105954754936734,-2.3596509504693444,-1.6429497723671735,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.2884696633779768,-0.8300655576177748,0.8878860859379191,-0.02439278626138053,0.8184112262023997,-0.10100493596546713,0.6654026666079136,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,1.3844221849863885,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,-0.9251433155072492,-3.147759496317209,-1.0085595332525896,-0.859734069997024,0.15309288074344182,-4.225708246139734,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.9218809542602713,0.15919035884664998,5.012837224705172
20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,0.6953038784149299,0.06093388584029826,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,-0.044851358261503646,-0.6840264881298032,-0.5712423411944665,-0.6870426580099918,2.4612234647134725,0.656612817735664,1.2761738047120894,0.9356814928636435,0.7363733515675036,-0.19449210115871898,-0.2940229229794508,-0.13716479392798592,0.5116992936903635,-1.2000001354088732,0.29973232785525705,-0.7831853135907442,-0.10100493596546713,-0.4406024517436613,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,0.6185183669735254,-0.3276356677652261,0.3066990922580224,0.24738097970965675,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,2.8531425516931215,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,-0.6004639594284872,5.222716471147583
20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,1.1554057529610309,0.7256397373666994,3.8121709748995527,1.3503964704033409,0.39309065716671826,-0.044851358261503646,-0.6840264881298032,-0.5712423411944665,1.0364462015527445,2.4612234647134725,0.656612817735664,1.2761738047120894,0.5331326024901172,-0.20119117297540606,0.9517581467455727,4.57261093639561,1.101044536416633,2.6458092094765733,0.8878860859379191,2.6987686055689526,-0.7831853135907442,-0.10100493596546713,1.4192272642679316,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,1.3844221849863885,-0.2072914450684739,0.7371054839109219,0.9900175476107448,0.6185183669735254,-0.3276356677652261,0.3066990922580224,0.689296650811063,0.15309288074344182,0.12724251596182745,-0.10093301783301659,2.363451934369039,-0.3588380041723937,-0.1031343162481333,3.7090962722401435,-0.06303104887737992,-0.08942227838639759,1.3942219551059103,-0.6004639594284872,5.4281347940287885
60,RL,Pave,IR1,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Typ,BuiltIn,Fin,Y,WD ,Family,0.19872545885976872,0.28508330989903885,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,1.0464113066364784,0.898196930861858,-0.5712423411944665,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,1.2761738047120894,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.654924998277763,-0.46454247629694523,0.8878860859379191,-0.7976991608861144,1.2853489929059403,-0.10100493596546713,0.46161281474706883,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,0.7371054839109219,0.35416673338464155,0.6185183669735254,1.0018512799807084,0.3066990922580224,-0.1852312035790882,0.15309288074344182,0.12724251596182745,0.04945482850598271,0.00691477514469629,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,1.3942219551059103,-0.6004639594284872,5.352182518111363
60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Typ,BuiltIn,Fin,Y,WD ,Normal,0.19872545885976872,0.027425704667304197,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.7818627818127252,0.5625737813787783,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.5616040744834074,-0.5576259939003863,-0.156057024735477,-0.9023379772544776,1.005186332883816,-0.10100493596546713,0.14306751232380666,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,0.6185183669735254,0.6795514138604819,0.3066990922580224,-0.4643358379589237,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.11165313223766059,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,-0.6004639594284872,5.225309281725863
60,RL,Pave,IR2,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,0.19872545885976872,0.4722975797102746,-0.2158351399420229,-0.06725371171123777,0.39309065716671826,0.8479999130186635,0.6105199455906468,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.9356814928636435,-0.5722647201598363,-0.19449210115871898,-0.2940229229794508,0.12003677652962792,-0.5848699502721251,-0.156057024735477,-0.9329639722891205,0.7950643378672226,-0.10100493596546713,-0.058743797285961935,-0.8223263272937141,3.8301059273999014,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,0.7601263803905386,0.3066990922580224,-0.3945596793639648,0.15309288074344182,0.12724251596182745,-0.7420601522255925,0.40708146256015076,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.2888543186505165,-0.6004639594284872,5.247973266361806
60,RL,Pave,IR1,HLS,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,-0.5929813703141524,-0.17451185687145926,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.8479999130186635,0.6105199455906468,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.8119772846633855,-0.30788972715944685,-0.156057024735477,-0.6215996894369176,0.8137418485353642,-0.10100493596546713,0.1984666953539392,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,0.6185183669735254,0.7601263803905386,0.3066990922580224,-0.05963411810816225,0.15309288074344182,0.12724251596182745,0.04945482850598271,-0.1412951090832498,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,-0.6004639594284872,5.227886704613674
80,RL,Pave,IR1,HLS,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Typ,BuiltIn,Fin,Y,WD ,Normal,-0.6389915577687626,-0.1619462889315865,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.8479999130186635,0.6105199455906468,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,-0.3989186045706903,-1.5157051263065358,-0.156057024735477,-1.035050622404597,0.6876686515254083,-0.10100493596546713,-0.22889843087851192,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,0.6185183669735254,0.7601263803905386,0.3066990922580224,-0.38525619155130364,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,-0.6004639594284872,5.208172526667122
120,RL,Pave,Reg,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,-1.329144369587914,-0.6115143863359235,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,0.947205609827571,0.7543584382262524,-0.5712423411944665,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.9356814928636435,1.6541765629467453,-0.19449210115871898,-0.2940229229794508,-0.5946649325295822,1.0043608380793076,0.8878860859379191,1.2567946726878485,-0.7831853135907442,-0.10100493596546713,0.30135089240989965,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,2.24528919051637,-0.2816840808414617,-0.9251433155072492,0.8809888301856236,0.3066990922580224,0.1217838942387308,0.15309288074344182,0.12724251596182745,0.017794229276719704,0.00691477514469629,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,-0.6004639594284872,5.399673721481038
60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Abnorml,0.19872545885976872,-0.19177364717269862,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.9141370442246018,0.7543584382262524,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.5331326024901172,0.9405735875920718,-0.19449210115871898,-0.2940229229794508,-1.154590475295715,-0.29199741927593253,-0.156057024735477,-0.5424825355974233,1.0075210217173336,-0.10100493596546713,0.4240205119766217,1.0840643982138038,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,0.6185183669735254,0.8809888301856236,0.3066990922580224,-0.10149981326513757,0.15309288074344182,0.12724251596182745,1.28421819844724,0.00691477514469629,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,-0.6004639594284872,5.2552725051033065
60,RL,Pave,Reg,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,-0.31692024558649196,-0.2884904428311133,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,0.8149313474156944,0.5625737813787783,-0.5712423411944665,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-0.2719651782569356,-0.06286198082973087,-0.19449210115871898,-0.2940229229794508,-0.6424634544730325,-0.8187139091295502,-0.156057024735477,-1.1958370963364724,1.2293164609015155,-0.10100493596546713,0.10547520955335955,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,-0.9251433155072492,0.7198388971255103,0.3066990922580224,-0.24570387436138588,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.05236917854648215,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,-0.6004639594284872,5.2522460504731185
20,RL,Pave,Reg,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,-0.31692024558649196,-0.2884904428311133,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,0.7818627818127252,0.5625737813787783,-0.3582110311875528,-0.6870426580099918,-0.22959174111133185,0.656612817735664,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,1.5426118343704125,0.42088610578456737,-0.156057024735477,0.23848033778597122,-0.7831853135907442,-0.10100493596546713,-0.4880874657694892,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,0.6185183669735254,0.6795514138604819,0.3066990922580224,-0.3294352646753365,0.15309288074344182,0.12724251596182745,0.999272805383873,-0.3932519122707582,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,-0.6004639594284872,5.2455126678141495
60,RL,Pave,Reg,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,-0.4549508079503222,-0.3360872910882072,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.9141370442246018,0.898196930861858,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.8620519266993811,-0.25794247381125895,0.8878860859379191,-0.5169608730685542,2.3499671009900127,-0.10100493596546713,1.581467728856177,-0.8223263272937141,-0.24939576609842934,2.5928494795997796,1.2346749066112308,2.592750156988211,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,0.6185183669735254,0.8407013469205953,0.3066990922580224,0.04270424783111075,0.15309288074344182,0.12724251596182745,0.7459880115497689,-0.25986301646560667,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,-0.6004639594284872,5.309630167425898
20,RL,Pave,IR1,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,0.19872545885976872,-0.07512963771064733,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,0.6826570850038177,0.4187352887431728,-0.27972581171132144,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,1.3855595479847898,0.264233356647069,-0.156057024735477,0.07003736509543515,-0.7831853135907442,-0.10100493596546713,-0.618671254340516,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,-0.9251433155072492,0.558688964065397,0.3066990922580224,-0.24570387436138588,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.3932519122707582,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,-0.6004639594284872,5.204119982655925
80,RL,Pave,IR1,Lvl,AllPub,FR2,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,0.19872545885976872,0.0807341747152493,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,0.6495885194008486,0.37078912453130425,-0.14517972118063913,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,-0.3989186045706903,-1.5157051263065358,-0.156057024735477,-0.9125466422660253,0.7810562048661165,-0.10100493596546713,-0.05478671278380961,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,0.7371054839109219,0.35416673338464155,0.6185183669735254,0.5184014808003686,0.3066990922580224,-0.3294352646753365,0.15309288074344182,0.12724251596182745,0.5560244161741908,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,-0.6004639594284872,5.204119982655925
20,RL,Grvl,Reg,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,P,WD ,Alloca,4.146067937510686,1.0169324487001137,-0.2158351399420229,-0.06725371171123777,0.39309065716671826,-0.2432627518793186,-0.9717034734010143,0.2023976793569569,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.1305837121165908,0.23575341808791717,-0.19449210115871898,-0.2940229229794508,0.43869358948596365,0.5684575361314861,-2.243943246082269,-0.08054044382489256,-0.7831853135907442,-0.10100493596546713,-0.7354052471540096,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,0.6185183669735254,-0.5693605673553961,0.3066990922580224,0.03340076001844957,0.15309288074344182,0.12724251596182745,-0.7420601522255925,0.8961740805123728,3.4772330780442933,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,-0.6004639594284872,5.188095639314137
160,RL,Pave,IR1,Lvl,AllPub,CulDSac,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Min1,Attchd,Fin,Y,WD ,Normal,-0.35492866130986567,-0.6455302672236599,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,0.41810856018006454,-0.012780189163643882,-0.5712423411944665,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.16415581887343278,0.9356814928636435,0.8461584246989918,0.37863302279342687,0.7821950143307086,-0.8632471034499224,0.3141806099952569,-0.156057024735477,0.07769386385409588,1.318034636575188,-0.10100493596546713,1.1679523983812587,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,0.6185183669735254,0.2363890979451704,0.3066990922580224,0.4846199189325169,0.15309288074344182,0.12724251596182745,0.9913576555765572,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,1.0257660762874456,-0.6004639594284872,5.317018101048111
120,RL,Pave,IR1,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,-1.4671749319517442,-0.6864000942604178,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,0.5503828225919412,0.1790044676838302,-0.5712423411944665,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,1.2761738047120894,0.9356814928636435,-0.42734842362627184,-0.19449210115871898,-0.2940229229794508,0.8165295248484761,0.2596926972517792,-0.156057024735477,0.04962003507233986,-0.7831853135907442,-0.10100493596546713,-0.6344995923491252,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,0.3975390310052837,0.3066990922580224,0.03340076001844957,0.15309288074344182,0.12724251596182745,-0.7420601522255925,0.8961740805123728,-0.3588380041723937,-0.1031343162481333,2.12201541539254,-0.06303104887737992,-0.08942227838639759,1.3942219551059103,-0.6004639594284872,5.260071387985075
