,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Street_Pave,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Gr Liv Area,Garage Cars,Overall Qual,Year Built,Mas Vnr Area,SalePrice
1314,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.07975416028936945,-2.323818158763202,-0.776078802768527,-2.194308122454499,-0.5712423411944665,5.111934276332682
1315,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.2407696843849689,0.3066990922580224,0.6415713793460515,-1.433731113586208,-0.5712423411944665,5.20682587603185
1316,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.8157718776897019,0.3066990922580224,-0.06725371171123777,-2.194308122454499,-0.5712423411944665,5.212187604403958
1317,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.031044205770895658,-2.323818158763202,-0.06725371171123777,-1.8966910320277763,-0.5712423411944665,5.107209969647869
1318,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.6982017216696703,-2.323818158763202,1.3503964704033409,-3.285570787352481,-0.5712423411944665,5.086359830674748
1319,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7690404654223043,-1.0085595332525896,0.6415713793460515,-1.4998682447921465,-0.5712423411944665,5.06781451116184
1320,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2.5232538403684304,0.3066990922580224,2.7680466525179193,-2.5911309096901287,-0.5712423411944665,5.511883360978874
1321,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8185040216992083,0.3066990922580224,-2.9025540759403947,-1.6982796384099614,-0.5712423411944665,4.740362689494244
1322,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.9692620100671048,0.3066990922580224,0.6415713793460515,-2.690336606499036,-0.5712423411944665,5.264817823009537
1323,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.020315331308977,-1.0085595332525896,-0.776078802768527,-0.40860557989416435,0.3481559440985294,5.041392685158225
1324,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5842824343137909,-1.0085595332525896,-0.776078802768527,-0.5739484079090101,1.306796839129641,5.118925752825777
1326,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8046542259416752,-1.0085595332525896,-1.4849038938258163,-0.4416741454971335,-0.5712423411944665,5.062581984228163
1327,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7057271133878671,-1.0085595332525896,-0.776078802768527,-1.433731113586208,-0.5712423411944665,5.139879086401237
1329,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.117263901611709,-1.0085595332525896,-0.776078802768527,-1.3675939823802699,-0.5712423411944665,4.9003671286564705
1331,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.4160237815242094,-2.323818158763202,-0.776078802768527,-1.5660053759980848,-0.5712423411944665,5.039414119176137
1332,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5731647825657642,-1.0085595332525896,-0.776078802768527,-1.003839760747609,-0.5712423411944665,5.093421685162235
1337,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.005323156506905546,-1.0085595332525896,-0.06725371171123777,-1.1361140231594857,-0.5712423411944665,5.195899652409234
1338,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.31199720542371073,-1.0085595332525896,-0.06725371171123777,-1.0699768919535475,-0.5712423411944665,5.021189299069938
1339,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.9629376060277682,-1.0085595332525896,-0.06725371171123777,-1.4998682447921465,-0.5712423411944665,5.05307844348342
1340,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5612935290593072,-1.0085595332525896,-0.776078802768527,-1.6982796384099614,-0.5712423411944665,5.060697840353612
1341,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.1944270494036793,-1.0085595332525896,-1.4849038938258163,-0.8384969327327634,-0.5712423411944665,4.897627091290442
1343,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.3685387674983815,-1.0085595332525896,-0.776078802768527,-0.8715654983357325,-0.5712423411944665,4.910090545594068
1345,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0076904760440897,0.3066990922580224,0.6415713793460515,-1.0699768919535475,-0.5712423411944665,5.176091259055681
1346,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.7959864551789403,0.3066990922580224,-0.776078802768527,-1.599073941601054,-0.5712423411944665,5.0916669575956846
1347,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5427330470411915,0.3066990922580224,0.6415713793460515,-1.3345254167773006,-0.5712423411944665,5.113609151073028
1348,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.2724263604021875,0.3066990922580224,-0.06725371171123777,-1.6982796384099614,-0.5712423411944665,5.107209969647869
1349,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,-1.9383589358083164,-1.0085595332525896,-1.4849038938258163,-1.4667996791891773,-0.5712423411944665,4.835690571492425
1350,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.42477411373505203,-1.0085595332525896,-0.776078802768527,-0.772359801526825,-0.5712423411944665,5.103803720955957
1356,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.9582269197671857,-1.0085595332525896,-0.06725371171123777,-2.028965294439653,-0.5712423411944665,5.204119982655925
1358,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.21627357561362465,-1.0085595332525896,-0.06725371171123777,-2.028965294439653,-0.5712423411944665,5.105510184769974
1359,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.4476804575414282,0.3066990922580224,-0.06725371171123777,-1.3675939823802699,-0.5712423411944665,4.972434276957365
1360,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0718399912850648,-1.0085595332525896,-0.06725371171123777,-0.6400855391149485,-0.5712423411944665,5.133538908370218
1361,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.9285487860010432,0.3066990922580224,-0.06725371171123777,-1.1030454575565165,-0.5712423411944665,5.14921911265538
1364,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.521722684037784,-1.0085595332525896,-0.06725371171123777,-1.5329368103951155,-0.5712423411944665,5.103803720955957
1366,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,-1.3349035492300867,0.3066990922580224,-0.776078802768527,-0.540879842306041,-0.5712423411944665,5.096910013008056
1367,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5969072895786781,-2.323818158763202,-0.06725371171123777,-1.6982796384099614,-0.5712423411944665,4.902546779313991
1368,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.4654873378011135,0.3066990922580224,-0.776078802768527,-1.9628281632337146,-0.5712423411944665,4.929418925714293
1369,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.3080401209215584,-2.323818158763202,-2.1937289848831054,-1.8636224664248071,-0.5712423411944665,4.915795427602066
1370,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.060722339537038095,-1.0085595332525896,-0.06725371171123777,-2.1612395568515295,-0.5712423411944665,5.1303337684950066
1371,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8818173737336455,-1.0085595332525896,-0.776078802768527,-0.8054283671297943,-0.5712423411944665,5.093421685162235
1372,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.571186240314688,-1.0085595332525896,-0.776078802768527,-0.11098848946744196,-0.5712423411944665,5.127104798364807
1373,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.45247370525011826,-1.0085595332525896,-0.776078802768527,-0.772359801526825,-0.5712423411944665,5.1303337684950066
1374,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.17472418834102524,0.3066990922580224,-1.4849038938258163,-0.40860557989416435,-0.5712423411944665,5.128502659857898
1375,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.28627615615972063,-2.323818158763202,-0.776078802768527,-1.0369083263505783,-0.5712423411944665,5.105510184769974
1376,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8402679864610462,0.3066990922580224,-0.776078802768527,-0.27633131748228773,-0.5712423411944665,5.1702617153949575
1377,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.9095169652487118,-1.0085595332525896,-0.776078802768527,-0.21019418627634942,-0.5712423411944665,5.112269768417271
1378,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.7987185991884467,0.3066990922580224,-0.06725371171123777,0.21969716656224958,-0.3526049440821077,5.19728055812562
1379,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.17859871139507,-1.0085595332525896,-0.776078802768527,-0.17712562067338028,-0.3413927698712175,5.040997692423491
1382,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.9213882187551689,0.3066990922580224,-0.06725371171123777,0.21969716656224958,-0.3469988569766626,5.184691430817598
1383,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.8442250709631984,-1.0085595332525896,-0.776078802768527,-0.1440570550704111,1.3348272746568666,5.079181246047625
1385,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.4781947545141084,0.3066990922580224,-1.4849038938258163,-0.0779199238644728,-0.5712423411944665,5.03726310873469
1386,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7116627401410955,0.3066990922580224,-0.776078802768527,-1.6982796384099614,-0.5712423411944665,4.980189782605793
1387,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.9767874017853013,-2.323818158763202,-0.776078802768527,-0.40860557989416435,-0.5712423411944665,4.903089986991944
1388,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5375510220463933,-1.0085595332525896,-0.776078802768527,-0.17712562067338028,-0.5712423411944665,5.174205226940147
1389,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.0678003453348048,-1.0085595332525896,-0.776078802768527,-0.27633131748228773,-0.5712423411944665,5.161068385471174
1390,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.6166927120894398,0.3066990922580224,-0.06725371171123777,-0.5078112767030718,-0.5712423411944665,5.267171728403014
1391,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.23087697312958808,-1.0085595332525896,-0.776078802768527,-0.5739484079090101,-0.5712423411944665,5.217483944213907
1392,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.4900660080205654,0.3066990922580224,-0.06725371171123777,-0.3755370142911952,-0.5712423411944665,5.371067862271736
1393,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.20044523760501537,-1.0085595332525896,-0.776078802768527,-0.4416741454971335,-0.5712423411944665,5.146128035678238
1395,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.43787030773415486,0.3066990922580224,-0.776078802768527,-0.3755370142911952,0.9704316128029352,5.161368002234975
1396,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.29616886741510146,1.6219577177686344,-0.776078802768527,-1.003839760747609,-0.5712423411944665,5.1829849670035815
1398,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.412902860228595,0.3066990922580224,-0.06725371171123777,0.8149313474156944,-0.5712423411944665,5.238046103128795
1400,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.048097484272150846,0.3066990922580224,0.6415713793460515,0.25276573216521875,-0.5712423411944665,5.389166084364533
1401,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.27044781815111135,0.3066990922580224,0.6415713793460515,-0.5739484079090101,-0.5712423411944665,5.382917135087531
1404,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8323538174567415,-1.0085595332525896,0.6415713793460515,-0.772359801526825,-0.5712423411944665,5.098989639401177
1405,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.802675683690599,0.3066990922580224,-0.06725371171123777,-0.6070169735119793,0.6396724735816745,5.190331698170292
1406,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.6982017216696703,0.3066990922580224,-0.06725371171123777,-2.0951024256455915,-0.5712423411944665,5.380211241711606
1407,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.03622623076569387,-2.323818158763202,-0.776078802768527,-1.0369083263505783,-0.5712423411944665,5.414973347970818
1409,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.2035661589006297,0.3066990922580224,-0.06725371171123777,-1.2022511543654242,-0.5712423411944665,5.371067862271736
1410,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.018419350506008406,-1.0085595332525896,-0.776078802768527,-0.5078112767030718,-0.5712423411944665,5.203848463746235
1411,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2577404014381164,-2.323818158763202,-0.776078802768527,0.12049146975334213,-0.5712423411944665,4.998259338423699
1412,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.4564307897522706,-1.0085595332525896,-0.06725371171123777,-0.3093998830852569,0.6396724735816745,5.128722284338426
1413,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.26253364914680666,-1.0085595332525896,-0.776078802768527,-2.3596509504693444,-0.5712423411944665,5.075546961392531
1414,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.3021044941683299,-2.323818158763202,-0.776078802768527,-2.028965294439653,-0.5712423411944665,5.031408464251625
1416,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7987185991884467,-2.323818158763202,-0.06725371171123777,-1.5660053759980848,-0.5712423411944665,4.897627091290442
1418,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.6408239963884617,0.3066990922580224,0.6415713793460515,0.6165199537978795,-0.016239717755401884,5.418765174994478
1420,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.24990879388191942,0.3066990922580224,0.6415713793460515,0.7487942162097561,0.8358855222722529,5.355068206348851
1421,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.3855920459996367,0.3066990922580224,0.6415713793460515,0.715725650606787,-0.5712423411944665,5.352182518111363
1422,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0630896590742223,0.3066990922580224,0.6415713793460515,0.8149313474156944,-0.5712423411944665,5.359835482339888
1423,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.28429761390864444,0.3066990922580224,0.6415713793460515,1.178685569048355,-0.5712423411944665,5.2490490812413695
1424,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.22814482912008163,1.6219577177686344,1.3503964704033409,1.178685569048355,0.30330724725496866,5.395326393069351
1425,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1.5359612570814252,1.6219577177686344,2.05922156146063,1.2117541346513243,2.5345299152221172,5.676693609624866
1426,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.5269047090325821,1.6219577177686344,2.05922156146063,1.2117541346513243,1.6824046751944626,5.596639973218093
1427,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.181802194138792,1.6219577177686344,0.6415713793460515,0.715725650606787,-0.5712423411944665,5.357934847000454
1428,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.02237643500816073,1.6219577177686344,1.3503964704033409,0.7818627818127252,1.121795964649953,5.352182518111363
1429,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.2835440121502142,0.3066990922580224,-0.06725371171123777,-0.17712562067338028,-0.5712423411944665,5.290034611362518
1431,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.0084440778025199,0.3066990922580224,-0.776078802768527,0.7487942162097561,-0.5712423411944665,5.190331698170292
1432,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7927829724352182,-1.0085595332525896,-0.776078802768527,0.7818627818127252,-0.5712423411944665,5.158362492095249
1433,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.0084440778025199,0.3066990922580224,-0.776078802768527,0.7487942162097561,-0.5712423411944665,5.161368002234975
1434,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.16162799434192238,0.3066990922580224,0.6415713793460515,0.8479999130186635,0.2696707246222981,5.354110360800149
1435,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.536797420287963,0.3066990922580224,-0.06725371171123777,0.8479999130186635,0.14633680830250592,5.333850145102545
1436,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.30135089240989965,0.3066990922580224,0.6415713793460515,0.947205609827571,0.10148811145894515,5.317018101048111
1437,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5743897230584101,0.3066990922580224,0.6415713793460515,0.9141370442246018,0.3145194214658589,5.285557309007774
1438,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.44380593448738337,0.3066990922580224,0.6415713793460515,0.8810684786216327,-0.5712423411944665,5.27415784926368
1439,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.04093691702627647,0.3066990922580224,0.6415713793460515,0.9141370442246018,0.12951854698617063,5.281033367247727
1440,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.011258783260134034,0.3066990922580224,0.6415713793460515,1.0133427410335094,-0.016239717755401884,5.344392273685111
1441,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5783468075605624,0.3066990922580224,0.6415713793460515,0.9802741754305402,0.3930046409420902,5.364550995353972
1442,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.6396816173439235,0.3066990922580224,0.6415713793460515,0.947205609827571,-0.5712423411944665,5.371067862271736
1444,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.1113282748584805,-1.0085595332525896,-0.776078802768527,0.12049146975334213,-0.5712423411944665,5.114777731971562
1445,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.0183367890579007,-1.0085595332525896,-0.776078802768527,0.18662860095928044,0.6620968220034549,5.175801632848279
1446,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.6443923036045061,0.3066990922580224,-0.776078802768527,0.21969716656224958,0.437853337785651,5.198657086954422
1447,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.9372165567637781,0.3066990922580224,-0.06725371171123777,0.21969716656224958,-0.5712423411944665,5.1673173347481764
1449,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.11536792080874037,0.3066990922580224,-0.776078802768527,0.12049146975334213,-0.5712423411944665,5.212187604403958
1451,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2577404014381164,-1.0085595332525896,-0.776078802768527,0.02128577294443466,-0.5712423411944665,5.103803720955957
1454,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0512184055677654,0.3066990922580224,1.3503964704033409,1.0133427410335094,0.0,5.3747483460101035
1455,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.7227803918891222,1.6219577177686344,0.6415713793460515,0.947205609827571,-0.5712423411944665,5.371067862271736
1457,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.6970593426251321,1.6219577177686344,1.3503964704033409,0.9141370442246018,1.2227055325479645,5.361727836017593
1458,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.0512184055677654,0.3066990922580224,0.6415713793460515,0.8810684786216327,0.5611872541054431,5.347330015316951
1459,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.510240207817435,0.3066990922580224,1.3503964704033409,0.9802741754305402,1.6487681525617919,5.457881896733992
1460,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.8850208564773676,1.6219577177686344,2.05922156146063,0.9802741754305402,0.1799733309351765,5.437750562820388
1461,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5664755540541054,1.6219577177686344,1.3503964704033409,1.0133427410335094,0.7742185641123568,5.477121254719663
1462,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.5636608485964913,0.3066990922580224,1.3503964704033409,1.0133427410335094,-0.5712423411944665,5.408070285887185
1463,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5308617935347345,0.3066990922580224,0.6415713793460515,1.0464113066364784,0.841491609377698,5.351989455435632
1464,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.6368669118863093,0.3066990922580224,0.6415713793460515,1.0464113066364784,-0.5712423411944665,5.380211241711606
1465,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.2776083853969857,0.3066990922580224,0.6415713793460515,1.0464113066364784,-0.5712423411944665,5.26245108973043
1467,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.8078577086853973,0.3066990922580224,0.6415713793460515,0.7487942162097561,-0.5712423411944665,5.3222192947339195
1468,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.289397077455335,0.3066990922580224,-0.06725371171123777,1.0464113066364784,0.3817924667312,5.135132651376775
1469,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.289397077455335,0.3066990922580224,-0.06725371171123777,1.0794798722394476,0.5780055154217784,5.161368002234975
1470,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.013237325511210195,0.3066990922580224,-0.06725371171123777,0.8479999130186635,0.6340663864762294,5.319938439980309
1471,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.6693597511100658,1.6219577177686344,-0.06725371171123777,0.8479999130186635,-0.5712423411944665,5.267171728403014
1472,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0718399912850648,0.3066990922580224,0.6415713793460515,1.0133427410335094,0.062245501720829474,5.330413773349191
1473,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.4161063429723171,0.3066990922580224,0.6415713793460515,1.0464113066364784,0.5275507314727725,5.319106059309776
1474,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.108207353562866,0.3066990922580224,0.6415713793460515,1.0794798722394476,-0.29093798592221165,5.270678836144707
1475,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.12601423382255147,0.3066990922580224,0.6415713793460515,1.0794798722394476,0.9199768288539293,5.3222192947339195
1476,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.16285293483456828,0.3066990922580224,0.6415713793460515,1.0794798722394476,-0.5712423411944665,5.269279389771898
1477,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5256797685399363,0.3066990922580224,1.3503964704033409,1.178685569048355,-0.5712423411944665,5.255031163345551
